adc_15,adc_17,adc_19,adc_21,adc_23,timestamp_us
33,29,28,28,29,752979570
33,29,28,28,29,752979588
34,29,28,28,28,752979606
33,29,28,28,29,752979624
34,29,28,28,28,752979641
34,29,28,28,29,752979659
33,29,28,28,28,752979677
33,29,28,28,28,752979695
33,29,28,28,28,752979713
33,28,28,28,28,752979731
34,28,28,27,29,752979748
33,29,28,28,28,752979766
33,29,28,28,29,752979784
33,29,28,28,28,752979802
33,28,28,28,29,752979820
33,29,28,28,28,752979837
33,29,28,28,29,752979855
34,29,28,28,28,752979873
34,29,28,29,29,752979891
34,29,28,28,28,752979909
33,29,28,28,28,752979926
33,29,28,28,28,752979944
34,29,28,28,28,752979962
33,29,27,28,28,752979980
33,28,28,28,28,752979998
34,29,28,28,29,752980016
33,29,28,28,29,752980033
33,29,28,28,29,752980051
34,29,28,27,28,752980069
33,29,28,28,28,752980087
33,29,28,28,28,752980105
33,29,28,28,28,752980122
32,29,28,28,28,752980140
33,29,27,27,29,752980158
34,29,28,28,29,752980176
33,29,28,28,29,752980194
33,29,28,28,28,752980211
33,29,28,28,29,752980229
33,29,28,28,29,752980247
33,29,28,28,29,752980265
34,29,28,28,29,752980283
34,29,28,28,28,752980301
33,29,29,28,29,752980318
33,29,28,28,29,752980336
33,29,28,28,29,752980354
33,29,28,28,28,752980372
33,29,28,28,29,752980390
33,29,28,28,29,752980407
33,29,28,28,29,752980425
33,29,28,28,29,752980443
34,30,28,28,29,752980461
34,29,28,28,29,752980479
33,29,28,28,29,752980496
33,29,28,28,28,752980514
34,29,28,28,28,752980532
33,29,28,28,28,752980550
32,29,28,29,30,752980568
34,29,28,28,29,752980586
33,29,28,28,29,752980603
33,29,28,28,28,752980621
34,29,28,28,28,752980639
33,29,28,28,29,752980657
33,29,28,28,29,752980675
33,29,28,28,28,752980692
33,30,28,28,29,752980710
33,29,29,28,28,752980728
33,29,28,29,29,752980746
33,29,28,28,28,752980764
33,29,28,28,28,752980782
33,29,28,28,29,752980799
33,29,28,28,28,752980817
34,29,28,28,29,752980835
33,29,28,28,28,752980853
33,29,28,28,29,752980871
34,29,28,28,28,752980888
34,29,29,28,29,752980906
33,29,28,28,28,752980924
33,29,28,28,29,752980942
33,29,28,28,28,752980960
33,29,28,28,29,752980977
33,29,28,28,29,752980995
33,29,28,28,29,752981013
33,29,28,28,29,752981031
33,29,28,28,29,752981049
34,29,28,29,28,752981066
33,28,28,28,28,752981084
33,29,28,28,29,752981102
33,29,28,28,28,752981120
33,29,28,28,28,752981138
32,29,28,28,28,752981156
34,28,28,28,29,752981173
33,29,28,28,28,752981191
33,29,28,28,29,752981209
34,29,29,28,28,752981227
33,29,28,28,28,752981245
33,29,28,28,28,752981262
34,29,28,28,28,752981280
33,29,28,28,28,752981298
33,28,28,28,28,752981316
33,29,29,28,28,752981334
33,29,28,28,29,752981352
34,29,28,28,28,752981369
33,29,28,28,28,752981387
33,29,28,27,29,752981405
34,29,28,28,29,752981423
33,29,28,28,29,752981441
33,29,28,28,29,752981458
34,29,28,28,28,752981476
33,29,28,28,29,752981494
34,29,29,28,29,752981512
33,29,28,28,29,752981530
34,29,28,28,29,752981547
33,29,28,28,29,752981565
33,29,28,28,28,752981583
33,29,28,28,29,752981601
33,29,28,28,28,752981619
33,29,28,28,28,752981637
33,28,28,28,28,752981654
33,29,29,28,29,752981672
33,29,28,28,29,752981690
34,29,28,28,28,752981708
33,28,28,28,29,752981726
33,29,28,28,28,752981743
33,29,28,28,29,752981761
33,29,28,28,28,752981779
33,29,28,28,29,752981797
33,29,28,28,28,752981815
34,28,28,28,28,752981832
33,28,28,28,28,752981850
34,29,29,29,29,752981868
33,29,28,28,28,752981886
33,29,28,28,29,752981904
33,29,28,28,28,752981922
33,29,28,28,29,752981939
34,29,28,28,28,752981957
33,29,28,28,29,752981975
33,29,28,28,28,752981993
33,29,28,28,28,752982011
33,29,28,28,29,752982028
34,29,29,28,28,752982046
33,28,28,28,29,752982064
34,29,28,28,28,752982082
33,29,28,28,29,752982100
33,29,28,29,29,752982117
34,29,28,28,28,752982135
33,28,28,28,28,752982153
34,29,28,28,29,752982171
33,29,28,28,28,752982189
34,29,28,28,29,752982207
33,29,28,28,29,752982224
33,28,28,28,28,752982242
33,29,28,28,28,752982260
33,29,28,28,28,752982278
33,29,29,29,28,752982296
33,29,28,28,29,752982313
33,29,28,27,28,752982331
34,28,28,28,29,752982349
34,29,28,28,29,752982367
33,28,28,28,28,752982385
33,29,28,28,28,752982402
34,29,28,28,28,752982420
34,29,28,28,28,752982438
33,29,28,28,28,752982456
34,29,28,28,28,752982474
34,28,28,28,28,752982492
33,28,28,28,29,752982509
34,28,29,28,29,752982527
33,29,28,28,28,752982545
33,29,28,28,28,752982563
33,29,28,28,28,752982581
34,29,28,28,28,752982598
34,29,28,28,28,752982616
34,29,28,28,28,752982634
34,29,28,28,29,752982652
33,29,28,28,29,752982670
33,28,28,28,29,752982687
33,29,28,28,28,752982705
34,29,28,28,28,752982723
34,29,28,28,28,752982741
33,28,28,28,28,752982759
33,29,28,28,29,752982777
34,29,28,28,28,752982794
33,28,28,28,28,752982812
33,30,28,28,28,752982830
34,29,28,28,29,752982848
33,29,28,28,29,752982866
33,28,28,28,29,752982883
33,29,28,28,28,752982901
33,29,28,28,28,752982919
34,29,28,28,28,752982937
34,29,28,28,28,752982955
33,28,28,28,28,752982973
34,28,28,28,29,752982990
33,29,28,28,29,752983008
33,28,29,29,29,752983026
32,29,28,28,28,752983044
33,29,28,28,28,752983062
33,29,28,28,28,752983079
33,29,28,28,28,752983097
