adc_15,adc_17,adc_19,adc_21,adc_23,timestamp_us
34,29,28,28,29,1078218806
33,29,27,27,29,1078218824
33,29,28,28,29,1078218842
34,29,28,28,30,1078218860
33,29,28,28,29,1078218877
33,30,28,29,29,1078218895
33,29,28,28,29,1078218913
33,29,28,28,29,1078218931
34,29,28,28,30,1078218949
33,29,28,28,30,1078218966
33,29,28,28,29,1078218984
34,29,28,28,29,1078219002
34,29,28,28,29,1078219020
33,29,28,28,29,1078219038
34,29,28,28,29,1078219056
34,30,28,28,30,1078219073
33,29,28,28,30,1078219091
33,29,28,28,29,1078219109
33,29,28,28,29,1078219127
33,29,28,28,29,1078219145
33,29,28,28,29,1078219162
33,29,28,28,29,1078219180
34,29,28,28,29,1078219198
34,30,28,28,29,1078219216
34,30,29,29,30,1078219234
33,30,28,28,29,1078219251
33,29,28,28,29,1078219269
33,30,28,28,29,1078219287
34,29,28,28,29,1078219305
33,30,28,28,29,1078219323
33,30,28,29,29,1078219341
33,30,28,28,29,1078219358
33,29,28,28,29,1078219376
34,30,28,28,29,1078219394
34,30,28,29,29,1078219412
33,30,28,28,29,1078219430
33,30,28,28,29,1078219447
33,30,28,28,29,1078219465
34,30,28,28,29,1078219483
33,29,28,28,29,1078219501
34,29,28,27,29,1078219519
34,30,28,28,29,1078219536
34,29,27,27,28,1078219554
33,30,28,28,29,1078219572
33,30,28,28,29,1078219590
33,30,28,28,29,1078219608
34,30,28,28,29,1078219626
33,30,28,28,29,1078219643
34,30,28,29,29,1078219661
34,29,28,28,29,1078219679
33,30,28,28,29,1078219697
34,29,28,28,29,1078219715
33,30,28,28,29,1078219732
34,30,28,28,29,1078219750
33,30,28,28,29,1078219768
34,29,28,28,29,1078219786
33,29,29,28,29,1078219804
34,30,28,28,29,1078219822
34,30,28,29,29,1078219839
34,29,28,28,29,1078219857
33,30,28,28,29,1078219875
34,29,28,28,29,1078219893
34,29,28,28,29,1078219911
33,29,28,28,29,1078219928
34,29,28,28,29,1078219946
34,29,28,28,29,1078219964
34,29,28,29,29,1078219982
34,29,28,28,29,1078220000
33,29,28,28,29,1078220017
34,30,29,29,29,1078220035
34,29,28,28,29,1078220053
33,29,28,28,29,1078220071
