adc_15,adc_17,adc_19,adc_21,adc_23,timestamp_us
33,29,29,28,28,378998980
34,29,28,27,29,378998998
34,29,28,28,29,378999016
33,29,29,27,28,378999034
33,29,28,28,29,378999051
33,29,28,28,29,378999069
33,29,28,28,29,378999087
34,29,28,28,29,378999105
33,29,28,28,29,378999123
33,29,28,28,29,378999141
33,29,28,28,29,378999158
33,29,28,28,29,378999176
34,29,28,27,29,378999194
34,29,28,28,29,378999212
34,29,27,28,30,378999230
33,29,28,28,29,378999247
33,29,28,28,29,378999265
33,29,28,28,29,378999283
34,29,28,28,29,378999301
34,29,28,28,30,378999319
33,29,28,28,29,378999336
33,29,28,28,29,378999354
33,29,28,27,29,378999372
33,29,28,28,29,378999390
33,29,28,27,29,378999408
34,29,28,28,29,378999426
33,29,28,28,29,378999443
33,29,28,28,29,378999461
33,29,28,28,29,378999479
34,29,28,28,29,378999497
34,29,28,28,29,378999515
33,29,28,28,29,378999532
34,29,28,28,29,378999550
34,29,28,28,29,378999568
34,29,28,28,29,378999586
33,29,28,28,29,378999604
34,29,28,28,29,378999621
33,29,28,28,29,378999639
33,29,28,28,29,378999657
33,29,28,28,29,378999675
33,29,29,28,28,378999693
34,29,28,28,29,378999711
34,29,28,28,29,378999728
33,29,28,27,29,378999746
33,29,28,28,29,378999764
34,29,27,28,28,378999782
33,29,28,28,29,378999800
33,29,28,28,29,378999817
33,29,28,28,29,378999835
33,29,28,28,29,378999853
33,29,29,28,28,378999871
34,29,28,28,29,378999889
33,29,28,28,29,378999906
34,29,28,28,29,378999924
33,29,28,28,29,378999942
34,29,28,28,29,378999960
33,29,28,28,29,378999978
33,29,28,28,29,378999996
34,29,28,28,29,379000013
33,29,28,28,29,379000031
33,29,28,27,29,379000049
33,29,28,28,29,379000067
33,29,28,27,29,379000085
33,29,28,28,29,379000102
33,29,28,28,29,379000120
34,29,28,28,29,379000138
33,29,29,28,29,379000156
33,29,28,28,29,379000174
33,29,28,28,29,379000191
33,29,28,28,29,379000209
33,29,28,28,29,379000227
33,29,28,28,29,379000245
33,29,28,28,29,379000263
33,29,28,28,29,379000281
32,29,29,27,29,379000298
33,29,28,28,29,379000316
33,29,29,28,29,379000334
32,29,28,27,29,379000352
33,29,28,28,29,379000370
33,29,28,28,28,379000387
33,29,28,28,29,379000405
33,28,28,28,29,379000423
32,29,28,28,29,379000441
33,29,28,28,29,379000459
33,28,29,28,29,379000476
33,29,28,28,29,379000494
33,29,28,28,29,379000512
33,29,28,28,29,379000530
33,29,28,28,29,379000548
33,29,28,28,29,379000566
33,29,28,28,29,379000583
33,29,28,28,29,379000601
33,29,28,28,29,379000619
33,29,28,28,29,379000637
33,29,28,27,29,379000655
33,29,28,28,29,379000672
33,29,28,28,29,379000690
34,29,28,28,29,379000708
33,29,28,27,29,379000726
33,29,28,28,29,379000744
33,29,28,27,29,379000762
33,30,28,29,28,379000779
33,29,28,28,29,379000797
33,28,28,28,29,379000815
33,29,28,28,29,379000833
33,29,28,28,29,379000851
33,29,28,28,29,379000868
33,29,28,28,29,379000886
33,29,28,27,29,379000904
33,28,29,26,29,379000922
33,29,28,28,29,379000940
33,29,28,28,29,379000957
34,29,28,28,29,379000975
33,29,28,28,29,379000993
33,29,28,28,29,379001011
34,29,29,27,30,379001029
34,29,28,28,29,379001047
34,29,28,27,29,379001064
34,29,28,28,29,379001082
34,29,28,28,29,379001100
34,29,28,28,29,379001118
34,29,28,28,29,379001136
34,29,28,28,29,379001153
34,28,28,28,29,379001171
33,29,28,28,29,379001189
34,29,28,28,29,379001207
34,29,28,27,29,379001225
33,29,28,28,29,379001242
34,29,28,28,29,379001260
34,29,28,28,29,379001278
34,29,28,27,29,379001296
33,30,28,28,28,379001314
34,29,28,28,29,379001332
34,29,28,28,29,379001349
34,29,28,28,28,379001367
34,29,28,28,29,379001385
34,29,28,28,29,379001403
