time_s,adc_23,adc_21,adc_19,adc_17,adc_15
0.0003657341003417969,11,11,11,11,10
0.0006856918334960938,12,11,11,11,10
0.000926971435546875,12,11,11,11,10
0.0010402202606201172,12,11,11,11,10
0.0011513233184814453,12,11,11,11,10
0.001264810562133789,12,11,12,11,10
0.0013833045959472656,12,11,11,10,11
0.0015034675598144531,12,11,11,11,10
0.0016217231750488281,12,11,11,11,11
0.0017232894897460938,12,12,11,11,10
0.0018248558044433594,12,11,11,11,10
0.0019228458404541016,12,11,11,10,10
0.0020241737365722656,12,11,11,11,11
0.0021212100982666016,12,11,11,11,10
0.002218484878540039,12,11,11,11,10
0.0023169517517089844,11,11,11,11,11
0.002414703369140625,11,11,11,11,11
0.0025298595428466797,12,11,11,10,10
0.0026311874389648438,12,11,11,10,11
0.0027353763580322266,12,11,11,11,11
0.002846956253051758,12,11,11,10,11
0.002945423126220703,12,11,11,11,10
0.003042936325073242,11,12,11,11,10
0.003139495849609375,12,11,11,11,10
0.003243684768676758,12,12,11,10,10
0.003512144088745117,11,10,11,10,11
0.003612041473388672,12,11,11,10,10
0.003711700439453125,12,10,11,10,10
0.0038101673126220703,12,11,11,10,11
0.003908872604370117,12,12,10,10,10
0.00400543212890625,12,11,11,10,10
0.004103660583496094,11,12,11,10,10
0.0042002201080322266,11,11,12,11,10
0.0043070316314697266,11,11,11,10,10
0.004403352737426758,11,12,11,11,11
0.004515171051025391,12,11,11,11,10
0.004620075225830078,11,11,11,11,10
0.0047168731689453125,11,11,11,11,11
0.004813671112060547,12,11,11,10,10
0.00491023063659668,12,11,11,10,10
0.005007266998291016,12,11,11,10,10
0.0051038265228271484,11,11,11,11,10
0.005200624465942383,11,11,11,10,10
0.005297422409057617,12,11,11,10,10
0.00539398193359375,11,11,11,11,10
0.005495548248291016,12,11,11,11,11
0.005592823028564453,12,11,12,11,10
0.005689382553100586,12,12,10,11,10
0.005785942077636719,11,11,11,11,10
0.005882740020751953,11,11,11,11,11
0.005979299545288086,12,11,11,11,10
0.006075620651245117,12,12,11,10,10
0.00617218017578125,13,11,11,10,10
0.0062694549560546875,12,12,11,10,10
0.00636601448059082,12,11,11,11,10
0.006462812423706055,11,11,11,10,10
0.0065882205963134766,12,12,11,11,10
0.006685495376586914,12,12,11,11,10
0.0067822933197021484,12,11,11,11,11
0.006879091262817383,11,11,11,11,10
0.006976127624511719,11,11,11,10,10
0.007072925567626953,11,11,11,10,10
0.007169961929321289,12,11,12,11,11
0.00726771354675293,11,11,11,11,10
0.007364511489868164,11,10,11,10,11
0.00746607780456543,11,11,11,11,10
0.007575273513793945,12,12,11,10,10
0.007672548294067383,12,11,11,11,10
0.007769584655761719,12,11,11,10,10
0.007866621017456055,12,11,11,11,11
0.007963180541992188,11,11,11,11,10
0.00805974006652832,12,11,11,11,10
0.008156538009643555,12,11,11,11,10
0.008253335952758789,11,11,11,10,10
0.008350372314453125,11,11,11,11,10
0.008447408676147461,12,11,11,10,10
0.008565902709960938,12,11,11,11,10
0.00866389274597168,12,11,11,10,10
0.008760929107666016,12,11,11,10,10
0.008857965469360352,11,11,11,10,11
0.008954763412475586,12,11,11,10,10
0.00905156135559082,12,11,11,10,10
0.009148120880126953,12,11,12,11,10
0.00924992561340332,12,11,11,10,11
0.009347200393676758,12,11,11,10,10
0.00944375991821289,12,11,11,10,10
0.009547710418701172,12,11,11,10,10
0.009644031524658203,12,11,11,10,11
0.009740591049194336,12,11,11,10,10
0.009837150573730469,12,11,11,11,10
0.009933710098266602,12,12,11,11,10
0.010030508041381836,12,11,11,11,10
0.010126829147338867,11,12,11,11,10
0.010224342346191406,12,11,11,10,10
0.010320901870727539,12,11,11,11,10
0.01041722297668457,11,11,12,11,10
0.010537385940551758,12,12,11,10,10
0.010647296905517578,11,11,11,11,11
0.010744094848632812,12,11,11,11,11
0.010840415954589844,12,11,11,10,11
0.010937213897705078,12,11,11,11,11
0.011033773422241211,11,11,11,10,10
0.011130094528198242,12,11,11,11,10
0.011226654052734375,12,11,11,11,10
0.011322975158691406,12,12,11,11,10
0.011419296264648438,12,11,11,11,10
0.011521100997924805,11,11,11,10,11
0.01161956787109375,12,11,10,11,10
0.011716365814208984,13,11,11,11,11
0.011814117431640625,12,11,11,11,10
0.011910676956176758,12,11,11,10,10
0.01200723648071289,12,11,11,11,10
0.012103557586669922,12,11,11,10,10
0.012199640274047852,12,11,11,11,11
0.012296199798583984,12,11,11,11,10
0.012392520904541016,12,11,11,10,10
0.012494325637817383,12,11,11,11,11
0.012598037719726562,12,11,11,11,10
0.012694835662841797,12,11,11,11,10
0.012791633605957031,12,11,11,11,10
0.012888431549072266,12,10,11,11,10
0.012984991073608398,12,11,11,10,10
0.013081789016723633,11,12,11,11,10
0.013177871704101562,12,11,11,10,10
0.013274431228637695,12,11,11,11,11
0.01337122917175293,12,11,11,11,10
0.01346898078918457,12,11,11,10,10
0.01359868049621582,12,11,11,11,11
0.013699769973754883,12,11,11,10,10
0.013801336288452148,12,11,11,11,10
0.013898372650146484,12,11,11,10,10
0.013994932174682617,12,11,11,10,11
0.014091014862060547,12,11,11,11,10
0.01418757438659668,12,11,11,11,11
0.014284133911132812,11,11,11,11,11
0.014380455017089844,12,11,11,11,11
0.014476776123046875,12,11,11,10,11
0.014577388763427734,12,12,11,11,10
0.014663457870483398,12,11,11,11,10
0.014749765396118164,12,11,11,10,10
0.014835834503173828,12,11,11,11,10
0.014922142028808594,12,12,11,11,11
0.015007972717285156,12,11,11,11,10
0.01509404182434082,11,11,11,11,11
0.015180110931396484,12,11,11,11,10
0.01526641845703125,11,11,11,11,11
0.015352487564086914,12,11,11,10,11
0.015438318252563477,12,11,11,11,11
0.015540838241577148,12,12,11,11,10
0.015618085861206055,12,11,11,11,10
0.015694618225097656,11,11,11,11,10
0.015771150588989258,12,11,11,11,10
0.01584768295288086,12,11,11,11,10
0.015924453735351562,12,11,11,11,10
0.016000986099243164,12,11,11,11,10
0.016077756881713867,12,11,11,11,10
0.01615428924560547,12,11,11,11,11
0.01622629165649414,12,11,11,10,9
0.01630568504333496,12,11,11,10,10
0.01638197898864746,12,11,11,11,11
0.01645803451538086,12,11,11,10,10
0.01654195785522461,12,11,11,11,10
0.016611337661743164,12,11,11,11,10
0.016680240631103516,12,12,11,10,11
0.016749143600463867,12,11,11,11,10
0.01681804656982422,11,11,11,11,10
0.01688671112060547,12,11,11,10,10
0.01695561408996582,12,11,11,11,10
0.017024517059326172,12,11,11,11,10
0.017093658447265625,12,11,11,10,10
0.017162322998046875,12,12,11,11,10
0.017230987548828125,12,11,11,11,10
0.017299890518188477,12,11,11,11,11
0.017368316650390625,12,11,11,11,11
0.017437219619750977,11,11,11,10,10
0.017519712448120117,12,11,11,11,10
0.01758265495300293,12,11,11,10,10
0.01764535903930664,12,11,11,11,10
0.017708301544189453,12,11,10,10,10
0.017771005630493164,12,11,11,11,10
0.017833471298217773,12,11,11,11,10
0.017895936965942383,12,11,11,14,10
0.017954587936401367,13,9,11,11,10
0.01801753044128418,12,11,11,10,10
0.01808023452758789,12,11,11,11,10
0.0181427001953125,12,11,11,10,10
0.018205881118774414,12,11,11,11,10
0.018269062042236328,11,11,11,11,10
