time_s,adc_value
0.0002205371856689453,28
0.0002799034118652344,23
0.00033283233642578125,27
0.0003845691680908203,28
0.00043487548828125,28
0.0004849433898925781,27
0.0005342960357666016,27
0.0005822181701660156,27
0.0006306171417236328,27
0.0006787776947021484,27
0.0007262229919433594,28
0.0007741451263427734,27
0.0008220672607421875,27
0.0008890628814697266,27
0.00101470947265625,27
0.0010762214660644531,27
0.0011265277862548828,28
0.0011751651763916016,27
0.0012238025665283203,28
0.0012714862823486328,26
0.0013196468353271484,27
0.0013670921325683594,27
0.0014150142669677734,27
0.0014629364013671875,27
0.0015103816986083984,27
0.001558065414428711,28
0.0016067028045654297,27
0.001668691635131836,27
0.0017168521881103516,28
0.001764059066772461,27
0.0018131732940673828,27
0.0018768310546875,27
0.0019338130950927734,27
0.0019903182983398438,28
0.0020380020141601562,27
0.0020852088928222656,27
0.0021333694458007812,28
0.0021805763244628906,26
0.002228260040283203,27
0.0022754669189453125,27
0.0023233890533447266,27
0.002371072769165039,26
0.0024187564849853516,26
0.002471446990966797,27
0.002518892288208008,27
0.0025658607482910156,26
0.0026133060455322266,27
0.0026607513427734375,26
0.002707958221435547,27
0.0027594566345214844,28
0.0028100013732910156,26
0.0028939247131347656,27
0.002947092056274414,26
0.0029973983764648438,26
0.0030570030212402344,27
0.0031032562255859375,27
0.003151416778564453,27
0.003200054168701172,26
0.003248929977416992,26
0.0032966136932373047,27
0.0033445358276367188,27
0.0033931732177734375,27
0.00344085693359375,26
0.0034966468811035156,26
0.003548145294189453,27
0.0036034584045410156,27
0.0036516189575195312,26
0.003699064254760742,26
0.00374603271484375,26
0.0037932395935058594,28
0.003840208053588867,27
0.003935575485229492,27
0.003986358642578125,27
0.0040323734283447266,27
0.00408172607421875,26
0.004119873046875,26
0.004158973693847656,27
0.004197359085083008,26
0.004235029220581055,26
0.004272937774658203,27
0.00431060791015625,27
0.004358768463134766,27
0.004395723342895508,27
0.004438638687133789,27
0.004487752914428711,27
0.004525423049926758,26
0.004563570022583008,26
0.004601240158081055,26
0.004639863967895508,27
0.00468897819519043,27
0.00472569465637207,26
0.0047647953033447266,26
0.004811286926269531,26
0.0048503875732421875,27
0.004911184310913086,27
0.004952192306518555,27
0.004990577697753906,27
0.005039691925048828,25
0.005077838897705078,27
0.00511932373046875,26
0.005162954330444336,27
0.005204439163208008,26
0.005242109298706055,27
0.005280971527099609,26
0.0053255558013916016,26
0.00536346435546875,27
0.005408763885498047,27
0.005449056625366211,28
0.00549006462097168,27
0.005529880523681641,27
0.005568027496337891,26
0.0056056976318359375,27
0.005643367767333984,26
0.005686044692993164,26
0.005730867385864258,27
0.005768299102783203,26
0.005810737609863281,27
0.00584864616394043,26
0.005901813507080078,27
0.005941867828369141,27
0.005980730056762695,27
0.006033182144165039,27
0.006072521209716797,27
0.006111860275268555,26
0.006153583526611328,26
0.006192445755004883,27
0.006230354309082031,27
0.00626826286315918,26
0.006312370300292969,27
0.006356954574584961,27
0.0063953399658203125,26
0.006435871124267578,27
0.0064737796783447266,27
0.006511688232421875,27
0.006556034088134766,27
0.006593942642211914,27
0.006634712219238281,26
0.00667262077331543,27
0.006710529327392578,26
0.0067484378814697266,26
0.00678706169128418,27
0.00683283805847168,27
0.0068817138671875,27
0.006926059722900391,26
0.006964206695556641,27
0.007002115249633789,26
0.0070400238037109375,26
0.007077932357788086,27
0.007119894027709961,26
0.007162570953369141,27
0.0072019100189208984,26
0.0072400569915771484,28
0.007277965545654297,27
0.007315635681152344,27
0.007353544235229492,27
0.00739741325378418,27
0.007439613342285156,26
0.007484912872314453,27
0.0075228214263916016,26
0.00756072998046875,27
0.007598400115966797,27
0.007636308670043945,26
0.007674217224121094,27
0.007711887359619141,27
0.0077495574951171875,27
0.007787227630615234,27
0.007824897766113281,27
0.007875680923461914,26
0.007919549942016602,27
0.007956504821777344,26
0.007994413375854492,27
0.00803232192993164,26
0.008070230484008789,27
0.008108854293823242,27
0.008148193359375,26
0.00818634033203125,27
0.0082244873046875,26
0.008266448974609375,27
0.008306741714477539,27
