adc_15,adc_17,adc_19,adc_21,adc_23,timestamp_us
32,29,28,28,29,530904312
33,29,28,28,28,530904330
33,28,28,28,29,530904348
33,29,28,28,29,530904365
33,29,28,28,29,530904383
33,29,28,28,28,530904401
33,29,28,28,28,530904419
33,29,28,28,29,530904437
33,29,28,28,29,530904455
33,29,28,28,28,530904472
33,29,28,28,29,530904490
34,29,28,28,29,530904508
33,29,28,28,28,530904526
33,29,28,28,29,530904544
33,29,28,28,28,530904561
33,29,28,28,28,530904579
33,29,28,28,29,530904597
34,29,28,28,29,530904615
33,29,28,28,29,530904633
33,29,28,29,29,530904650
33,29,28,28,28,530904668
33,29,28,28,28,530904686
33,29,28,28,28,530904704
34,29,28,28,28,530904722
33,29,28,27,29,530904740
33,29,28,28,29,530904757
33,29,28,28,28,530904775
33,29,28,28,29,530904793
33,29,28,28,28,530904811
33,29,28,28,28,530904829
33,29,28,27,28,530904846
33,29,28,28,29,530904864
33,29,28,28,28,530904882
33,29,28,28,29,530904900
33,29,28,28,29,530904918
33,29,28,28,28,530904935
33,29,28,28,29,530904953
33,29,28,28,29,530904971
33,28,29,28,28,530904989
33,29,28,28,28,530905007
34,29,28,28,29,530905025
33,29,28,28,28,530905042
33,29,28,28,29,530905060
33,29,28,28,28,530905078
33,29,28,28,28,530905096
33,29,28,28,29,530905114
34,29,28,28,29,530905131
33,29,28,28,29,530905149
33,29,28,28,28,530905167
34,29,28,28,28,530905185
33,29,28,28,28,530905203
33,29,28,28,28,530905221
33,29,28,28,29,530905238
33,29,28,28,28,530905256
33,29,28,28,29,530905274
34,29,28,28,28,530905292
33,29,28,28,29,530905310
33,29,28,28,29,530905327
33,29,28,28,28,530905345
34,28,28,28,28,530905363
33,29,28,28,28,530905381
34,28,28,28,29,530905399
33,29,28,28,28,530905417
33,30,28,28,28,530905434
33,29,28,27,29,530905452
33,29,28,28,29,530905470
34,29,28,29,28,530905488
33,29,28,27,29,530905506
34,29,28,28,28,530905523
33,28,29,27,29,530905541
33,29,28,28,28,530905559
33,29,28,28,28,530905577
33,29,29,28,29,530905595
33,29,28,28,29,530905612
33,29,28,28,28,530905630
34,29,28,28,29,530905648
34,29,28,28,28,530905666
32,29,28,28,29,530905684
33,29,28,28,29,530905702
33,29,28,28,28,530905719
34,29,28,28,28,530905737
33,29,28,28,28,530905755
33,29,28,28,28,530905773
34,29,28,28,28,530905791
33,29,28,28,28,530905808
34,29,28,28,29,530905826
33,29,28,28,28,530905844
33,29,28,28,28,530905862
33,29,28,28,29,530905880
34,28,28,28,29,530905897
33,29,28,28,29,530905915
33,29,28,28,28,530905933
34,29,29,28,28,530905951
34,29,28,28,28,530905969
34,29,28,28,28,530905987
32,29,28,28,29,530906004
33,29,28,28,29,530906022
33,29,28,28,29,530906040
33,29,28,28,29,530906058
33,29,28,28,29,530906076
33,29,28,28,29,530906093
33,29,28,28,29,530906111
33,29,28,28,28,530906129
33,29,28,28,28,530906147
33,29,28,28,29,530906165
34,29,28,28,29,530906182
33,29,28,28,29,530906200
33,29,28,28,29,530906218
33,29,28,28,29,530906236
33,29,28,28,28,530906254
33,29,28,28,29,530906272
33,29,28,28,29,530906289
33,29,28,28,28,530906307
33,29,28,28,29,530906325
33,29,28,28,29,530906343
34,29,28,28,29,530906361
33,29,28,28,28,530906378
33,29,28,28,29,530906396
33,29,28,28,28,530906414
33,29,28,28,29,530906432
32,29,28,29,28,530906450
33,29,28,28,28,530906467
33,29,28,28,29,530906485
33,29,27,29,29,530906503
33,29,28,28,28,530906521
34,29,28,28,29,530906539
34,28,28,28,28,530906557
33,29,28,27,29,530906574
33,29,28,28,28,530906592
33,29,28,28,29,530906610
33,29,28,28,29,530906628
33,29,28,28,29,530906646
33,29,28,28,29,530906663
33,29,28,28,29,530906681
34,29,28,28,29,530906699
33,29,28,28,29,530906717
34,29,28,28,28,530906735
33,29,28,28,29,530906753
33,29,28,28,29,530906770
34,29,28,28,29,530906788
34,29,28,28,29,530906806
33,29,28,28,29,530906824
33,29,28,28,29,530906842
33,29,28,28,28,530906859
33,29,28,28,29,530906877
33,29,28,28,29,530906895
33,29,27,28,29,530906913
33,29,28,28,28,530906931
33,29,28,28,29,530906948
33,29,28,28,28,530906966
33,29,28,28,29,530906984
33,29,28,28,29,530907002
33,29,28,28,28,530907020
33,29,28,28,29,530907038
34,29,28,28,28,530907055
33,29,28,28,29,530907073
33,29,28,28,28,530907091
34,29,28,27,28,530907109
34,29,28,28,29,530907127
33,29,28,28,29,530907144
33,29,28,28,29,530907162
33,29,28,28,29,530907180
33,29,28,28,28,530907198
33,29,28,28,29,530907216
34,29,28,29,28,530907233
33,29,28,28,28,530907251
33,29,28,28,28,530907269
33,29,27,29,28,530907287
33,29,28,28,29,530907305
33,29,28,28,29,530907323
33,29,28,28,29,530907340
34,29,28,28,28,530907358
33,29,28,28,29,530907376
33,29,28,28,28,530907394
33,29,28,27,29,530907412
33,29,28,28,29,530907429
33,29,28,28,28,530907447
33,29,28,28,29,530907465
33,29,28,28,29,530907483
33,29,28,28,28,530907501
33,29,28,28,28,530907518
34,29,28,28,29,530907536
33,29,28,28,28,530907554
33,29,28,28,28,530907572
33,29,29,28,29,530907590
34,29,28,28,28,530907608
33,29,28,28,29,530907625
33,29,29,28,29,530907643
34,29,27,28,29,530907661
33,29,28,28,28,530907679
33,29,28,28,29,530907697
33,29,28,28,28,530907714
33,29,28,28,28,530907732
33,29,28,28,29,530907750
33,29,28,28,29,530907768
33,29,28,28,29,530907786
33,29,28,28,28,530907803
33,29,28,28,29,530907821
33,29,28,28,28,530907839
33,29,28,28,29,530907857
33,29,28,28,29,530907875
33,29,28,28,29,530907893
33,29,28,28,28,530907910
