3.300000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,2.288914700000000000e+07
3.300000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,2.288916500000000000e+07
3.300000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.288918300000000000e+07
3.300000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,2.288920100000000000e+07
3.300000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.288921900000000000e+07
3.300000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.700000000000000000e+01,2.288923700000000000e+07
3.300000000000000000e+01,2.900000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,2.288925500000000000e+07
3.300000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,2.288927300000000000e+07
3.300000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.288929100000000000e+07
3.300000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.288930900000000000e+07
3.300000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.288932600000000000e+07
3.300000000000000000e+01,2.900000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,2.288934400000000000e+07
3.300000000000000000e+01,2.900000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,2.288936200000000000e+07
3.300000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,2.288938000000000000e+07
